pub_date,city,address,title,owner,contractor,engineer,cert_url
"
  2011-04-27
",City of Toronto,"40 Erskine Avenue, Toronto ",Classroom Alterations - John Fisher Public School,Toronto District School Board,Orlando Marchese Contracting Limited,Ernest H. Hodgson Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/6CA56440-D0E3-44F3-8361-9EF12C31C98B
"
  2011-04-27
",City of Toronto,"17th Floor, Metro Hall, 55 John Street, Toronto,  ON M5V 3C6 ","Quotation No. 6032-08-0195-3 -2010/2011, Winter Maintenance on City of Toronto Sidewalks (Snow Clearing, Sanding and Salting)","City of Toronto, Transportation Services Road Operations - Toronto & East York",A&F Di Carlo Construction Ltd.,Steven Vetore,https://canada.constructconnect.com/dcn/certificates-and-notices/A9D04CFA-E3E6-453C-91ED-5B8C8A948D2E
"
  2011-04-27
",Town of Milton,"620 Scott Boulevard, Milton, Ontario ","New Construction of A469.5 sq.m., one storey, freestanding, Scotiabank Bank Branch Building",Scotiabank,Stahle Construction Inc.,"Tom Kolbasenko, OAA",https://canada.constructconnect.com/dcn/certificates-and-notices/C688D305-8FF4-4868-933D-0C12393C45AA
"
  2011-04-27
",City of Toronto,"East York District, Various Locations in Toronto ","Water and Sewer Service Connections and Associated Works Toronto - East York District RFQ#TE062-2010, 2 Ossington Ave.",City of Toronto,Rabcon Contractors Ltd.,"Frank Trinchini, P. Eng.",https://canada.constructconnect.com/dcn/certificates-and-notices/27575B01-70CC-487B-84BC-F868545AE061
"
  2011-04-27
","Stratford Jail, 30 St. Andrews Street, Stratford, Ontario", ,T40015 Repair to Sewage Repair (not including paver installation),Ontario Real Estate Corporation (ORC),Elgin Contracting and Restoration Ltd.,HPMG - Hart Perovic Maxwell Group (a division of S.P. Hart & Associates Ltd.),https://canada.constructconnect.com/dcn/certificates-and-notices/372C6827-6DCD-4AAC-A7E5-6D58024BD490
"
  2011-04-26
","233 Albert Street,  Oshawa, Ontario  L1H 8P3", ,Stairs and Handicap Ramps Repairs,Oshawa Creek Co-operative Homes Inc.,Eagle Waterproofing Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/01CB13D7-E564-484E-8F52-2499D20F1CD7
"
  2011-04-26
","Sault Ste. Marie, Ontario",Fish Hatchery Road ,Construction of Cold Storage Building and Storage Compound,Ontario Realty Corporation,First General Services,M.R. Wright and Associates Co. Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/EDF1BA36-5175-42F6-8E10-40E9EF78B010
"
  2011-04-26
",City of Toronto,"17th Floor, Metro Hall, 55 John Street, Toronto, ON M5V 3C6 ",Quotation No. 6026-08-3152-2010/2011. The Supply and Rental of Front End Loaders for Winter Maintenance on Collector and Local Roads,"City of Toronto, Transportation Services Department, Road Operations - Toronto & East York",Terraquip Equipment Sales Inc.,Steven Vetore,https://canada.constructconnect.com/dcn/certificates-and-notices/4F97FD1A-53A8-4B01-8D88-78C0D16DD3C3
"
  2011-04-26
","2621 Skead Rd., Sudbury", ,Water and sewer to modular building,Ministry of Natural Resources/MHPM Project Manager,SRS Contracting,John R. Hamalainen Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/C0C49361-3B44-4452-9A38-537B92DC9822
"
  2011-04-26
",City of Toronto,221 Yonge Street ,ING Direct Downtown Toronto,ING Direct,Tremton Construction Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/F910B9EB-5951-42F0-AA2B-BBC804ADC2BD
"
  2011-04-26
",Prince Edward County,"Sandbanks Provincial Park, RR #1, 3004 County Road 12, Picton,  Ontario  K0K 2T0 ",Lake on the Mountain Provincial Park Construction of Mini Comfort Station,"Ontario Parks, Ministry of Natural Resources",Morven Construction Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/59B317DE-01E2-4EE6-9CAC-890011629EB6
"
  2011-04-26
",Grey  County,Town of Hanover ,New 17000 sq. ft. Automotive Dearlership / Repair Facility,2176058 ONT INC. - Hanover Honda,ZettelFischer Contracting Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/9DB886C5-0C52-4E65-95C7-D3D7E4C46086
"
  2011-04-26
",City of Toronto,"17th Floor, Metro Hall, 55 John Street, Toronto, ON M5V 3C6 ","Quotation No. 6032-08-0011-3-2010/2011 Winter Maintenance - Depot 1, Year 3","City of Toronto, Transportation Services Road Operations - Toronto & East York",Gazzola Paving Ltd.,Steven Vetore,https://canada.constructconnect.com/dcn/certificates-and-notices/0289F194-C2FC-4675-B40B-0753CF30C559
"
  2011-04-26
","55 Yonge St., 8th Floor, Toronto,  ON", ,Interior Alteration,"John Brownlee, Brookfield LePage Johnson Controls","Daniel De Monte, Flat Iron Building Group Inc.","Sabrina Ash, HOK Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/D97861E5-3C92-4084-8A47-F6D079A2A61C
"
  2011-04-26
",City of Toronto,"35 Fairview Mall Drive, City of Toronto, ON  M2J 4S4 ",Washroom Renovations to Toronto Public Library - Fairview Branch,Toronto Public Library,Brown Daniels Associates Construction Services Brown Daniels Associates,Paul DaCunha Architect Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/E61EE3D8-BAA6-4A3B-A777-D1906AE1FB52
"
  2011-04-26
",City of Niagara Falls,"4310 Queen Street, P.O.  Box 1023, Niagara Falls, Ontario L2E 6X5 ","Kalar Road Sanitary Sewer Construction Phase 1, Contract # 2010-21508",Corporation of the City of Niagara Falls,"Baiocco Construction, Corp.",City of Niagara Falls,https://canada.constructconnect.com/dcn/certificates-and-notices/59BA38D5-A9CC-4ACE-9E94-F5DD98080B08
"
  2011-04-26
","Atikameksheng Anishnawbek First Nation - Naughton, Ontario C",Atikameksheng Anishnawbek ,"Contract SU4839-4 - Road, Drainage, Watermain Loop and Related Work Assess",Atikameksheng Anishnawbeck First Nation,Adventure Construction Limited,exp Services Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/EDA36FBC-9418-4F04-A571-F17D75505A8D
"
  2011-04-26
",Peel Region,City of Brampton ,Construction of an outdoor shed; entrance improvements,City of Brampton,Serve Construction Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/9EC148D2-FDEC-41C2-AE22-B7A5973A659E
"
  2011-04-26
",Waterloo Region,"115 Bleams Road, Kitchener, Ontario ",Renovations and Exterior Improvements for Tilemaster,4508021 Ontario Inc.,Granval Construction Inc.,Blane Hamilton - RBH Engineering Services,https://canada.constructconnect.com/dcn/certificates-and-notices/9BA9DAD2-079D-4B1D-A901-21D91F749670
"
  2011-04-26
",City of Brampton,"1050 Sandalwood Parkway West, Brampton, Ontario ",Interior Renovations at Cassie Campbell Community Centre,"City of Brampton, Building Design & Construction Division",Paul & Sons Building Renovations Ltd.,Shore Tilbe Perkins+Will,https://canada.constructconnect.com/dcn/certificates-and-notices/F0B10816-FCE5-4D98-B981-90E27CF3FBE6
"
  2011-04-26
",City of Toronto,"17th Floor, Metro Hall, 55 John Street, Toronto, ON M5V 3C6 ","Quotation No. 6032-08-0016-3 - 2010/2011 Winter Maintenance - Depot 6, year 3","City of Toronto, Transportation Services Road Operations - Toronto & East York",K.J. Beamish Construction Co Ltd.,Steven Vetore,https://canada.constructconnect.com/dcn/certificates-and-notices/0E56ED64-1907-4418-BFA8-C0A897600C10
"
  2011-04-26
",City of Toronto,"Scarborough District, Various Locations ",New Water and Sewer Service Connections and Associated Works RFQ No. SC005-2010,City of Toronto,Aecon Utilities,"Frank Trinchini, P. Eng.",https://canada.constructconnect.com/dcn/certificates-and-notices/F81575FD-54C9-4AE2-A9B7-19051C107579
"
  2011-04-26
",City of Owen Sound,"1020-10th Street West, Owen Sound ",interior renovations,Loblaw Properties Limited,B.M.I. Construction Co. Limited,Chris Teves,https://canada.constructconnect.com/dcn/certificates-and-notices/74ECF0FC-8AEC-4BAD-A2A8-4CF684E24F04
"
  2011-04-26
",Northern Region, ,"Contract #: 5010-46 Crush & Stockpile Granular A at Constance Lake First Nation Stoddart Quarry #1, Hwy 11, 13.5km Eat of Jct. of Hwy 663 on South side of Hwy 11",Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Alvin Caldwell Sand & Gravel Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/F36E8053-62A9-4A9F-A8BE-14B95B7732A6
"
  2011-04-26
","Brampton, Ontario", ,"Interior Alterations to Existing Retail Building, Shoppers Drug Mart Store 705, Brampton Mall, 160 Main Street South, Brampton, Ontario",1762929 Ontario Inc.,Alpha Omega Contracting,Daniel Louis Cusimano Architect Incorporated,https://canada.constructconnect.com/dcn/certificates-and-notices/69DF7C51-01E5-4F09-A5C5-4C6BD8381AF5
"
  2011-04-26
",City of Greater Sudbury,"100 Ramsey Lake Road, Sudbury, Ontario P3E 5S9 ",Science North SPU Building Addition,Science North,J.N. Construction Limited,yallowega belanger architecture,https://canada.constructconnect.com/dcn/certificates-and-notices/DD0C28CD-0152-49E9-96B8-8F9022ED53C0
"
  2011-04-26
",City of Toronto,"59 Hoyle Avenue, Toronto, Ontario M4S 2X5 ",Addition and renovation of existing structure at 59 Hoyle Avenue,Taylor Statten Camps Ltd.,PGD Design Build Inc.,"David V. Snell, Architect",https://canada.constructconnect.com/dcn/certificates-and-notices/C8665F03-0381-417E-81F9-696DBE3858BA
"
  2011-04-26
",City of Toronto,"East York District, Various Locations ","New Water and Sewer Service Connections and Associated Works Toronto Contract No. TE101-2010, 25 Lower Simcoe St.",City of Toronto,Vipe Construction Ltd.,"Frank Trinchini, P.Eng",https://canada.constructconnect.com/dcn/certificates-and-notices/C9C0F2C2-2ACE-4CD2-936C-62D845520351
"
  2011-04-26
",Grey County,Twsp Egremont ,"Complete Required guy wire changes, other equipment changes and civil work for the Rogers colocation project at Cedarville Bell Canada Tower",Bell Canada,Schindler Abroyd Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/84EF774C-99BC-41D5-9019-1FE5BE2FE575
"
  2011-04-26
",Peel Region,City of Mississauga ,Burnhamthorpe Library Branch Redevelopment,City of Mississauga,PCL Constructors Canada Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/3E76CE0E-D61C-4439-B2A9-A82933950517
"
  2011-04-26
",Simcoe County,"Innisfil by the Lake Subdivision,  Part of Lot 79 and all of Lots 81, 82 & 131, Town of Innisfil ","Installation of Storm Sewers, Sanitary Sewers, Watermain and Roadworks up to and including Top Course Ashpalt",CPM Developments Inc.,CPM Developments Inc.,CPM Developments Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/CD89D796-3A91-4A26-84BE-90F6D37554E0
"
  2011-04-26
",City of Toronto,Scarborough District ,"New Water and Sewer Service Connections and Associated Works RFQ No. SC003-2011, 50 Dormington Dr.",City of Toronto,Co-X-Co Construction,"Frank Trinchini, P.Eng",https://canada.constructconnect.com/dcn/certificates-and-notices/88F02605-C84A-47E8-BC2D-E7D757D8D254
"
  2011-04-26
",City of Greater Sudbury,"100 Ramsey Lake Road, Sudbury, Ontario P3E 5S9 ",Science North Food Court Renovation,Science North,J.N. Construction Limited,yallowega belanger architecture,https://canada.constructconnect.com/dcn/certificates-and-notices/725C9C12-4643-4862-8679-11BA275BD99E
"
  2011-04-26
",City of Vaughan,"#1 Promenade Circle, Promenade Shopping Centre, Unit F109A, L4J 4P8 ",Interior Alterations,TDL Group Corp.,Berkim Construction Inc.,Marthese Rapa,https://canada.constructconnect.com/dcn/certificates-and-notices/D652F44F-F834-44FC-B13D-FCFC6EB6530E
"
  2011-04-26
",Peel Region,City of Mississauga ,Interior alterations,Great West Life Assurance,D-Zign Interior Planning & Project Management Inc.,Desiree Doerfler,https://canada.constructconnect.com/dcn/certificates-and-notices/BC375E02-18B1-4ACF-B2B5-7FDEE66CF672
"
  2011-04-26
",Simcoe County,Town of Bradford ,Sandstorm Development Phase 1A Underground Servicing and Roadworks CONTRACT I: A Easement Sewers (From Storm MH 5 to Summerlyn Trail) B - Future Commercial Entrances C - General Items,Sandstorm Development Inc.,Totalsiteworks Construction Corp.,Urbantech Consulting,https://canada.constructconnect.com/dcn/certificates-and-notices/28A64EB0-5056-4B4E-A2FB-B0BB0A17CB5A
"
  2011-04-26
",Elgin County,City of St. Thomas ,"Demolish Three Buildings, ORC 1004546","Her Majesty the Queen in Right of Ontario c/o CB Richard Ellis, Global Corporate Services","TRP Construction, A Division of 1014542 Ontario Limited","Stephen Mawdsley, Architect, SJMA Architecture Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/3BD76066-6265-4463-8353-737C819CD5CD
"
  2011-04-26
",Wellington County,City of Guelph ,"University of Guelph, Ontario Veterinary College, Renovations to Wing ""C"" Level 1 Building #37, Restorative Site Work to Barnyard Area Building #37 Project Name: Construction of New Clinical Skills Facility Adjacent to Building #37 Project Number: 503926/620170
Renovations to Historical Ontario Veterinary College's barn to accomodate equine occupants. Construction of a new large animal demonstration learning facility for the Ontario Veterinary College. Site work and landscaping to improve the barnyard area around and between the buildings",The University of Guelph,PM Contracting Ltd.,Randy Wilson Architect Incorporated,https://canada.constructconnect.com/dcn/certificates-and-notices/6769676C-D61A-43C6-8081-83A5211307C5
"
  2011-04-26
",City of Toronto,"23 Sheppard Ave East, Toronto, Ontario M2N 0C3 ",Elevator,Minto L8 Inc.,CNIM Canada Inc.,Minto L8 Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/EF933ED0-DF9D-4540-A7B5-D66D559E570F
"
  2011-04-25
",Municipality of Chatham-Kent,"5 Mable Street, Tilbury, Ontario ",Addition & Renovations,The Lambton Kent District School Board,Vince Ferro Construction Ltd.,Jorden & Cook Architect Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/9EAC6B1C-82F5-4C4C-A349-DE7DC6D0FB18
"
  2011-04-25
","Barrie, Ontario","140 Bayfield St.,  Barrie,  Ontario ",Mobile connection Box and Switchboard Upgrade,Bell Canada,Walkers Electric 2000,SNC Lavalin-Nexacor,https://canada.constructconnect.com/dcn/certificates-and-notices/2BC0D08D-4BFF-405D-A5EE-24A79425F7F6
"
  2011-04-25
","Ottawa, Ontario",800 St Laurent 8134 - St. Laurent Boule Community ,"CW09-522, Replace Carpet and Paint",Ottawa Community Housing Corporation,The Byng Group,"Cliff Youdale, Executive Director, Asset Management",https://canada.constructconnect.com/dcn/certificates-and-notices/067A83C3-9011-4DA0-ACFA-36E335A31086
"
  2011-04-25
",Town of Kapuskasing,Wastewater Treatment Plant Upgrades ,"Supply and installation of all labour, materials and equipment necessary to construct and make operational mechanical and electrical upgrades to the Kapuskasing Wastewater Treatment Plant including steel biosolids storage tank, unit substation, diesel generator and transfer switches, FRP clarifier covers, screw pumps, sewage grinder, sludge transfer and RAS/WAS pumps, sump pumps, UV disinfection system, sodium hypochlorite system, instrumention, all necessary process piping, backup boiler, unit heaters, exhaust fans, air conditioning units, heat recovery ventilator, all necessary ductwork fittings and controls, replacement of lighting fixtures, installation of PLC and SCADA system, modifications and additions to existing motor control centre, all necessary wiring and control circuitry and yard piping",Town of Kapuskasing,Kingdom Construction Limited,C.C. Tatham & Associates Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/322E5602-1942-4EFA-BDCA-B67D6C438A67
"
  2011-04-25
",Sudbury District,City of  Greater Sudbury ,Supply & installation of a new 45M selfsupport tower on rooftop for Bell Canada - Colocation of Bell Mobililty and Rogers Wireless - Installation of cellular and microwave antennas,Bell Canada,Trylon TSF Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/31DE8528-ED3A-4516-9273-0D6EECE8ED0F
"
  2011-04-25
",City of Toronto,1447  Royal York  Road ,Roof Replacement,Humbervale Christian Outreach Foundation,Skyway Roofing,Davroc & Associates Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/16ACC942-074B-4184-83B9-604FC5D79203
"
  2011-04-25
",City of Brampton,Chinguacousy and Bonnie Braes Drive and at Chinguacousy and Dusk Drive ,Interim Municipal Traffic Signalization Works,"Credit Valley Block 5 Landowners Group Inc., c/o Paladin Development Consultants Inc.",Fellmore Electrical Contractors Ltd.,RTG Systems Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/FBC359E2-F61E-4F56-A692-FD8C2D6DE616
"
  2011-04-25
",City of Toronto,"5th  Floor, 655 Bay Street, Toronto, Ontario ",Interior Alterations for tenant: MCSCS,Whiterock 655 Bay Street Toronto Inc.,Stracor Inc.,Matt Simpson - Freeman + Freeman Design Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/14B0FBDE-0621-4130-AD76-A1E2820C7667
"
  2011-04-25
","City of Thunder Bay, Ontario",Park Lane Town Homes - 152 Various Locations ,Supply and installation of 152 new highefficient two-stage variable speed furnaces,#1731431 Ontario Limited,Clow Darling Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/F2103C99-A463-4A8D-A51C-5BC282AE548E
"
  2011-04-25
",Town of Innisfil,Stroud Water Treatment Facility Upgrades ,"Construction of upgrades to the Stroud water treatment facility, including yard piping, building expansion structural and architectural components, greensand filter package, process piping, valves and equipment, backwash wastewater supernatant pumps, controls and force main, all electrical, instrumentation and control components and restoration",The Corporation of the Town of Innisfil,Belmont Group Ltd.,C.C. Tatham & Associates Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/5ACA4D7A-2787-4F1D-B9E8-BB29D6D20E5B
